INDICE;LATITUDE;LONGITUDE;CODIGO_ROTA;SEQUENCIA;LOGRADOURO;NUMERO;x_metros;y_metros;CLUSTER;ROUTE_NUM
400336402.0;-22.808763;-43.321638;72_210;105.0;FRANZ LISZT;496.0;1139;956;3;158
401860521.0;-22.810503;-43.323984;72_202;352.0;RICHARD STRAUSS;51.0;946;773;20;4
400125183.0;-22.804455;-43.325007;72_207;52.0;CONSTANTINO MENELAU;28.0;1618;471;4;98
401537825.0;-22.809062;-43.320463;72_210;161.0;GEORGES BIZET;221.0;1106;1087;0;0
400158156.0;-22.809466;-43.31895;72_212;199.0;QUINCAS LARANJEIRAS;18.0;1061;1255;24;24
400085516.0;-22.814573;-43.322285;72_202;0.0;PLINIO BARRETO;91.0;494;1079;27;18
400158181.0;-22.810259;-43.318726;72_212;142.0;QUINCAS LARANJEIRAS;43.0;973;1303;24;100
400508411.0;-22.812609;-43.327981;72_203;348.0;JOAO DE PAULA FONSECA;211.0;712;432;5;152
400158274.0;-22.814036;-43.317899;72_213;377.0;QUINCAS LARANJEIRAS;136.0;554;1511;26;83
400376574.0;-22.814351;-43.317506;72_214;266.0;LOURIVAL INACIO;141.0;519;1562;26;50
400096271.0;-22.812386;-43.322504;72_202;7.0;JORN GERALDO ROCHA;325.0;737;986;6;90
400291890.0;-22.814298;-43.32018;72_214;412.0;CRISTIANO MACHADO;571.0;524;1286;8;86
400157221.0;-22.813369;-43.317467;72_214;364.0;VERTENTES;113.0;628;1534;26;19
400157152.0;-22.810155;-43.318257;72_212;281.0;ANTONIO LOPES;44.0;985;1348;24;109
400157243.0;-22.813986;-43.317325;72_214;343.0;VERTENTES;133.0;559;1568;26;139
400100100.0;-22.814082;-43.324344;72_202;178.0;CARI LEVI;423.0;548;853;13;41
400157542.0;-22.811719;-43.318164;72_212;48.0;LOURIVAL INACIO;84.0;811;1409;23;44
400276924.0;-22.809703;-43.322549;72_211;31.0;MOZART;582.0;1035;894;3;48
400338183.0;-22.809236;-43.323991;72_208;403.0;MIN ARTUR COSTA;502.0;1087;731;15;134
401732572.0;-22.806267;-43.328748;72_206;150.0;RODOLFO CHAMBELLAND;620.0;1417;147;28;176
400104267.0;-22.81053;-43.319179;72_211;314.0;MAL ANTONIO SOUZA;665.0;943;1266;24;174
400157238.0;-22.813875;-43.317398;72_214;347.0;ANTONIO LOPES;128.0;571;1557;26;75
401235538.0;-22.813035;-43.317088;72_214;379.0;CORREA DIAS;1401.0;665;1562;26;109
401872341.0;-22.810647;-43.32571;72_205;415.0;VIANA DO CASTELO;0.0;930;601;15;157
400157469.0;-22.809214;-43.318696;72_212;235.0;LOURIVAL INACIO;11.0;1089;1272;24;143
400473958.0;-22.810881;-43.325587;72_205;362.0;MONS CASTELO BRANCO;526.0;904;621;15;161
400158228.0;-22.81241;-43.318271;72_213;425.0;QUINCAS LARANJEIRAS;90.0;734;1420;18;94
400355210.0;-22.814414;-43.32139;72_201;381.0;JORGE LACERDA;21.0;512;1166;27;159
400157188.0;-22.811516;-43.317951;72_212;318.0;ANTONIO LOPES;80.0;834;1424;23;38
400158249.0;-22.813381;-43.317989;72_213;408.0;QUINCAS LARANJEIRAS;111.0;626;1481;26;170
400344822.0;-22.805372;-43.321032;72_210;353.0;CHARLES GOUNOD;192.0;1516;908;29;199
400092244.0;-22.810352;-43.318484;72_212;209.0;LOURIVAL INACIO;48.0;963;1331;24;92
400156277.0;-22.813267;-43.320904;72_213;251.0;CRISTIANO MACHADO;691.0;639;1178;6;39
400350639.0;-22.814157;-43.323039;72_201;104.0;PLINIO BARRETO;181.0;540;989;27;121
400158260.0;-22.813603;-43.317999;72_213;370.0;QUINCAS LARANJEIRAS;122.0;602;1487;26;29
400086751.0;-22.812681;-43.326823;72_203;159.0;ANTONIO DA SILVA;0.0;704;553;5;13
400322858.0;-22.812047;-43.320533;72_213;87.0;CONS MEIRELLES;178.0;775;1177;6;20
400105692.0;-22.803762;-43.324893;72_207;123.0;MAL JOSE PESSOA;245.0;1695;460;4;93
400089469.0;-22.813917;-43.319391;72_213;355.0;GAL MAGALHAES BARATA;390.0;567;1354;18;153
400157127.0;-22.809442;-43.318379;72_212;383.0;ANTONIO LOPES;19.0;1064;1312;24;46
400498669.0;-22.808111;-43.324528;72_208;391.0;OTAVIO MANGABEIRA;65.0;1212;639;22;208
400157148.0;-22.810042;-43.318283;72_212;278.0;ANTONIO LOPES;40.0;997;1342;24;113
400390452.0;-22.811122;-43.319563;72_213;154.0;JORN GERALDO ROCHA;720.0;877;1246;6;198
400333204.0;-22.803947;-43.325435;72_207;130.0;MAL JOSE PESSOA;185.0;1675;411;21;110
400155746.0;-22.81788;-43.317506;72_214;29.0;CRISTIANO MACHADO;92.0;126;1677;11;76
400144874.0;-22.804116;-43.321915;72_209;169.0;ANTONIO DE ALBUQUERQUE;797.0;1656;777;16;6
400397984.0;-22.812018;-43.323367;72_202;315.0;FREDERIC CHOPIN;152.0;778;885;20;22
400380447.0;-22.80488;-43.325715;72_207;25.0;MIN ARTUR COSTA;1132.0;1571;412;10;26
400157474.0;-22.809348;-43.318718;72_212;247.0;LOURIVAL INACIO;16.0;1074;1275;24;34
400339353.0;-22.804782;-43.32672;72_207;377.0;OTAVIO MANGABEIRA;484.0;1582;306;10;28
401875416.0;-22.815604;-43.320377;72_201;269.0;PROF FRANCA AMARAL;476.0;379;1308;8;127
400411547.0;-22.814862;-43.321355;72_201;334.0;GAL MAGALHAES BARATA;203.0;462;1184;8;109
400113903.0;-22.806213;-43.325873;72_207;407.0;OTAVIO MANGABEIRA;331.0;1423;440;17;137
400379509.0;-22.803324;-43.325128;72_207;197.0;FLAVIO DA SILVEIRA;153.0;1744;422;21;14
400086733.0;-22.811055;-43.328423;72_203;221.0;GAL OSCILIO MAIA;0.0;885;336;25;85
400159485.0;-22.809363;-43.328825;72_204;348.0;PROF COSTA RIBEIRO;193.0;1073;240;7;147
400112842.0;-22.809491;-43.328711;72_204;368.0;PROF COSTA RIBEIRO;320.0;1059;256;7;124
400158207.0;-22.811314;-43.318472;72_212;104.0;QUINCAS LARANJEIRAS;69.0;856;1364;23;215
400157585.0;-22.813984;-43.317643;61_0;0.0;LOURIVAL INACIO;132.0;559;1536;26;24
400158509.0;-22.806591;-43.327048;72_206;182.0;PROF COSTA RIBEIRO;655.0;1381;332;28;217
401352689.0;-22.811771;-43.328119;72_203;329.0;PADRE PERONEILLE;131.0;805;391;25;3
400158170.0;-22.809896;-43.318845;72_212;156.0;QUINCAS LARANJEIRAS;32.0;1014;1279;24;39
400152998.0;-22.812368;-43.321557;72_213;175.0;CRISTIANO MACHADO;811.0;739;1082;6;164
400483485.0;-22.809863;-43.320462;72_211;278.0;ANTONIO DE ALBUQUERQUE;142.0;1017;1113;12;0
400360962.0;-22.810818;-43.329862;72_203;417.0;PROF COSTA RIBEIRO;45.0;911;181;7;178
401743055.0;-22.804207;-43.325742;604_3;40.0;MAL JOSE PESSOA;290.0;1646;388;21;22
400098105.0;-22.808286;-43.323384;72_208;428.0;SEBASTIAN BACH;421.0;1192;762;22;101
400157520.0;-22.804475;-43.326714;72_212;69.0;LOURIVAL INACIO;62.0;1616;297;10;53
400276962.0;-22.802596;-43.324629;72_207;109.0;TALES DE CARVALHO;151.0;1825;449;21;151
401732570.0;-22.811007;-43.330249;72_203;423.0;RODOLFO CHAMBELLAND;10.0;890;148;14;110
400383838.0;-22.80563;-43.322553;72_210;224.0;ATILIO VIVAQUA;220.0;1488;761;9;2
400210462.0;-22.80669;-43.326651;72_206;310.0;PINTOR MARQUES JUNIOR;239.0;1370;375;17;104
400090735.0;-22.804806;-43.323063;72_209;74.0;ROBERT SCHUMANN;106.0;1579;682;9;136
401299481.0;-22.804856;-43.328055;72_206;255.0;RODOLFO CHAMBELLAND;742.0;1574;172;10;9
400399775.0;-22.809948;-43.319954;72_211;354.0;CHARLES GOUNOD;652.0;1008;1167;24;211
400394154.0;-22.808414;-43.324315;72_208;395.0;OTAVIO MANGABEIRA;25.0;1178;671;22;211
400116834.0;-22.804985;-43.324882;72_207;62.0;CONSTANTINO MENELAU;88.0;1559;501;4;62
401840642.0;-22.803791;-43.320765;72_209;272.0;MAL ANTONIO SOUZA;1683.0;1692;884;16;68
400382545.0;-22.805754;-43.324701;72_207;83.0;CONSTANTINO MENELAU;168.0;1474;545;17;90
400157464.0;-22.809042;-43.318789;72_212;242.0;LOURIVAL INACIO;6.0;1108;1257;24;257
400376666.0;-22.815191;-43.321371;72_201;321.0;GAL MAGALHAES BARATA;206.0;425;1193;8;83
401928213.0;-22.817351;-43.319162;72_201;134.0;PROF FRANCA AMARAL;226.0;185;1490;2;1
400397648.0;-22.810354;-43.318004;72_212;286.0;GREGORIO DE MATOS;527.0;963;1380;23;61
400255721.0;-22.812481;-43.32275;72_202;13.0;JORN GERALDO ROCHA;305.0;726;964;13;215
400433060.0;-22.806631;-43.321326;72_210;256.0;ANTONIO DE ALBUQUERQUE;511.0;1376;919;29;2
400108894.0;-22.812194;-43.320882;72_213;91.0;CONS MEIRELLES;218.0;758;1146;6;108
401750871.0;-22.8034;-43.320945;72_209;265.0;MAL JOSE PESSOA;470.0;1735;853;16;186
400394152.0;-22.812523;-43.326003;72_203;284.0;GAL OSCILIO MAIA;552.0;722;632;5;86
401235539.0;-22.813035;-43.317088;72_214;380.0;CORREA DIAS;1401.0;665;1562;26;184
400336397.0;-22.807757;-43.321889;72_210;86.0;FRANZ LISZT;416.0;1251;898;3;134
400090311.0;-22.811691;-43.32751;72_203;253.0;GAL OSCILIO MAIA;211.0;814;450;25;115
400452391.0;-22.809864;-43.32846;72_204;196.0;PADRE BOSS;252.0;1017;294;7;25
400322855.0;-22.81196;-43.320055;72_213;31.0;CONS MEIRELLES;119.0;784;1223;6;117
402364814.0;-22.807947;-43.319689;72_210;433.0;MAL ANTONIO SOUZA;1142.0;1230;1129;0;20
400461493.0;-22.813149;-43.317064;72_214;376.0;CORREA DIAS;1413.0;652;1568;26;241
400475314.0;-22.810829;-43.32907;72_203;239.0;GENERAL OSCILIO MAIA;182.0;910;263;7;126
400102292.0;-22.808376;-43.328592;72_204;3.0;PROF PIRES SALGADO;177.0;1182;232;19;110
400423386.0;-22.807278;-43.324054;72_208;33.0;MIN ARTUR COSTA;712.0;1304;661;22;76
400272223.0;-22.811758;-43.324807;72_202;295.0;FRANZ SCHUBERT;9.0;807;729;20;123
400105705.0;-22.807613;-43.328772;72_206;12.0;ALVARO DE MAGALHAES;95.0;1267;188;28;88
400364831.0;-22.814158;-43.318219;72_213;460.0;MAL ANTONIO SOUZA;442.0;540;1482;26;249
400107037.0;-22.804836;-43.325746;72_207;27.0;MIN ARTUR COSTA;1142.0;1576;408;10;22
400091408.0;-22.8116;-43.319465;72_213;70.0;CONS MEIRELLES;58.0;824;1271;6;80
400444824.0;-22.810051;-43.327044;72_204;400.0;PADRE PERONEILLE;235.0;996;445;25;95
400450176.0;-22.80829;-43.328151;72_206;454.0;PROF COSTA RIBEIRO;495.0;1192;274;1;29
400007374.0;-22.815191;-43.321371;72_201;320.0;GAL MAGALHAES BARATA;206.0;425;1193;8;7
400428725.0;-22.802926;-43.326;72_207;254.0;TALES DE CARVALHO;256.0;1788;320;21;10
400095442.0;-22.813049;-43.325047;72_202;94.0;PLINIO BARRETO;381.0;663;747;13;218
402031887.0;-22.805138;-43.325533;72_207;19.0;MIN ARTUR COSTA;1102.0;1542;439;17;166
400106696.0;-22.81095;-43.320332;72_211;260.0;ANTONIO DE ALBUQUERQUE;21.0;896;1161;6;200
400097510.0;-22.807529;-43.322875;72_208;127.0;DEBUSSY;440.0;1277;790;22;14
400010700.0;-22.812315;-43.319219;72_213;206.0;MAL FELIPE SCHMIDT;188.0;745;1320;18;217
400117392.0;-22.808666;-43.327106;72_206;71.0;ALVARO DE MAGALHAES;270.0;1150;393;1;96
400146404.0;-22.811958;-43.327954;72_203;210.0;PADRE PERONEILLE;232.0;784;414;25;184
400105267.0;-22.80563;-43.322553;72_210;222.0;ATILIO VIVAQUA;220.0;1488;761;9;1
400432493.0;-22.807584;-43.330183;72_204;25.0;RODOLFO CHAMBELLAND;370.0;1270;43;19;46
400095610.0;-22.809285;-43.32484;72_205;12.0;PINTOR MARQUES JUNIOR;583.0;1081;645;15;110
400397669.0;-22.810785;-43.32915;72_203;237.0;GENERAL OSCILIO MAIA;172.0;915;253;7;205
