INDICE;LATITUDE;LONGITUDE;CODIGO_ROTA;SEQUENCIA;LOGRADOURO;NUMERO;x_metros;y_metros;CLUSTER;ROUTE_NUM
400109712.0;-22.809773;-43.324073;72_202;2.0;MIN ARTUR COSTA;0.0;1027;740;0;3
400482517.0;-22.811638;-43.317469;75_169;404.0;ALVARENGA PEIXOTO;0.0;820;1477;16;3
402086105.0;-22.815031;-43.323595;72_201;44.0;GAL CORREA E CASTRO;448.0;443;960;10;0
401349603.0;-22.802546;-43.327089;87_406;363.0;SOSSEGO;8.0;1830;196;3;7
400415528.0;-22.802738;-43.324031;604_3;3.0;TALES DE CARVALHO;30.0;1809;515;23;3
400352577.0;-22.810612;-43.317281;72_212;417.0;TEIXEIRA E SOUSA;72.0;934;1463;16;4
402555076.0;-22.804028;-43.326706;72_207;303.0;MAL JOSE PESSOA;65.0;1666;283;3;8
400397647.0;-22.810354;-43.318004;72_212;285.0;GREGORIO DE MATOS;527.0;963;1380;16;5
401960127.0;-22.811154;-43.329516;4_69;141.0;ARLINDO ANTONIO DA SILVA;3.0;874;227;8;2
400095843.0;-22.807879;-43.327385;72_206;116.0;GELABERT SIMAS;198.0;1238;339;21;0
400091254.0;-22.807827;-43.323462;72_208;435.0;DEBUSSY;12.0;1243;739;27;0
400360977.0;-22.807347;-43.327218;72_206;168.0;PROF COSTA RIBEIRO;510.0;1297;339;21;1
400091899.0;-22.81281;-43.317118;72_212;443.0;CORREA DIAS;1392.0;690;1551;20;0
400157189.0;-22.811523;-43.317906;61_0;0.0;ANTONIO LOPES;81.0;833;1429;16;6
400431856.0;-22.811281;-43.325053;72_205;204.0;MIN ARTUR COSTA;425.0;860;689;15;4
400388168.0;-22.810255;-43.327136;72_204;403.0;PADRE PERONEILLE;213.0;974;442;17;0
400360966.0;-22.80997;-43.329007;72_204;362.0;PROF COSTA RIBEIRO;260.0;1005;241;29;4
400101820.0;-22.802874;-43.325788;72_207;246.0;TALES DE CARVALHO;234.0;1794;340;23;4
400428707.0;-22.81112;-43.325152;72_205;373.0;MONS CASTELO BRANCO;566.0;878;673;15;5
400117660.0;-22.810617;-43.323904;72_202;348.0;RICHARD STRAUSS;61.0;933;785;28;1
400415526.0;-22.812405;-43.323607;72_202;274.0;FRANZ SCHUBERT;143.0;735;873;5;0
402503732.0;-22.803534;-43.325294;72_207;149.0;FLAVIO DA SILVEIRA;122.0;1720;412;23;5
401732354.0;-22.8124;-43.328452;72_203;133.0;PADRE PERONEILLE;70.0;735;377;8;3
400255709.0;-22.814279;-43.323412;72_201;97.0;JORN GERALDO ROCHA;146.0;527;954;10;1
400098713.0;-22.811599;-43.323886;72_202;374.0;FREDERIC CHOPIN;85.0;824;819;28;2
401228064.0;-22.815348;-43.321476;72_201;317.0;GAL MAGALHAES BARATA;182.0;408;1187;22;1
400460256.0;-22.810113;-43.324149;72_202;394.0;MIN ARTUR COSTA;432.0;989;743;0;4
402051653.0;-22.803361;-43.326711;72_207;222.0;TALES DE CARVALHO;345.0;1740;261;3;9
401563782.0;-22.805007;-43.328141;83_115;964.0;RODOLFO CHAMBELLAND;739.0;1557;168;3;10
401206710.0;-22.807036;-43.329725;83_115;959.0;RODOLFO CHAMBELLAND;481.0;1331;72;9;1
400432494.0;-22.805613;-43.328486;83_115;962.0;RODOLFO CHAMBELLAND;729.0;1489;152;18;0
400157567.0;-22.813357;-43.317731;80_115;1.0;LOURIVAL INACIO;109.0;629;1506;20;1
401438143.0;-22.804503;-43.328095;94_0;0.0;LIRIO-FAV PHIDIAS TAVORA;50.0;1613;156;3;11
401438161.0;-22.80453;-43.327947;83_90;175.0;LIRIO-FAV PHIDIAS TAVORA;64.0;1610;172;3;12
400338173.0;-22.804126;-43.324487;72_209;22.0;SEBASTIAN BACH;12.0;1655;514;23;6
401519367.0;-22.805495;-43.328419;83_115;961.0;RODOLFO CHAMBELLAND;727.0;1503;155;18;1
400107465.0;-22.803731;-43.326403;72_207;141.0;FLAVIO DA SILVEIRA;12.0;1699;304;3;13
400107014.0;-22.803595;-43.326145;72_207;215.0;FLAVIO DA SILVEIRA;0.0;1714;326;3;14
400428695.0;-22.80749;-43.323973;72_208;30.0;MIN ARTUR COSTA;702.0;1281;676;27;1
400453285.0;-22.812673;-43.322726;65_825;12.0;JORN GERALDO ROCHA;295.0;705;972;5;1
400157550.0;-22.812483;-43.317987;72_212;20.0;LOURIVAL INACIO;92.0;726;1452;20;2
400157784.0;-22.816401;-43.320162;72_201;253.0;CARI LEVI;39.0;291;1356;22;2
400157194.0;-22.812308;-43.31776;72_212;466.0;ANTONIO LOPES;86.0;746;1469;20;3
400158209.0;-22.811376;-43.318458;72_212;102.0;QUINCAS LARANJEIRAS;71.0;849;1367;16;7
400158282.0;-22.814285;-43.317842;72_213;382.0;QUINCAS LARANJEIRAS;144.0;526;1525;14;0
400139780.0;-22.814864;-43.322697;72_201;83.0;CARI LEVI;264.0;462;1047;10;2
400157201.0;-22.811665;-43.317851;72_212;459.0;ANTONIO LOPES;93.0;817;1439;16;8
400483666.0;-22.802592;-43.324222;604_3;8.0;TALES DE CARVALHO;46.0;1825;491;23;7
400158152.0;-22.809337;-43.318981;72_212;196.0;QUINCAS LARANJEIRAS;14.0;1076;1247;12;0
400372647.0;-22.812735;-43.329163;72_203;60.0;SAO CIRO;108.0;698;315;8;4
400157785.0;-22.816401;-43.320162;72_201;254.0;CARI LEVI;39.0;291;1356;22;3
400157581.0;-22.8138;-43.317684;72_214;279.0;LOURIVAL INACIO;126.0;580;1525;14;1
401350929.0;-22.810795;-43.319447;72_211;368.0;JORN GERALDO ROCHA;691.0;914;1247;12;1
400355208.0;-22.814414;-43.32139;72_201;379.0;JORGE LACERDA;21.0;512;1166;10;3
400532817.0;-22.815113;-43.321318;72_201;325.0;GAL MAGALHAES BARATA;210.0;434;1196;22;4
401609654.0;-22.803248;-43.325638;72_207;206.0;FLAVIO DA SILVEIRA;103.0;1752;367;23;8
400157465.0;-22.809094;-43.318723;72_212;237.0;LOURIVAL INACIO;7.0;1103;1266;12;2
400481169.0;-22.808295;-43.324258;72_208;331.0;OTAVIO MANGABEIRA;26.0;1191;673;27;2
400157479.0;-22.809529;-43.318623;72_212;230.0;LOURIVAL INACIO;21.0;1054;1290;12;3
400158145.0;-22.809145;-43.318977;72_212;177.0;QUINCAS LARANJEIRAS;7.0;1097;1241;12;4
400385214.0;-22.806556;-43.326747;72_206;312.0;PINTOR MARQUES JUNIOR;223.0;1385;361;6;1
400481168.0;-22.808295;-43.324258;72_208;331.0;OTAVIO MANGABEIRA;26.0;1191;673;27;3
400158150.0;-22.809276;-43.318996;72_212;195.0;QUINCAS LARANJEIRAS;12.0;1082;1244;12;5
400157497.0;-22.810082;-43.318495;61_0;0.0;LOURIVAL INACIO;39.0;993;1321;12;6
400255724.0;-22.811856;-43.322042;72_211;2.0;JORN GERALDO ROCHA;375.0;796;1016;24;0
400157119.0;-22.809187;-43.318437;72_212;388.0;ANTONIO LOPES;11.0;1092;1298;12;7
400356566.0;-22.811652;-43.321308;72_211;419.0;ROBERT SCHUMANN;682.0;818;1084;24;1
401928214.0;-22.817351;-43.319162;72_201;135.0;PROF FRANCA AMARAL;226.0;185;1490;7;0
401792310.0;-22.815179;-43.320861;72_201;282.0;PROF FRANCA AMARAL;553.0;427;1245;22;5
400336398.0;-22.807757;-43.321751;72_210;31.0;FRANZ LISZT;416.0;1251;912;11;1
400051810.0;-22.816883;-43.317155;72_214;93.0;MAL ANTONIO SOUZA;182.0;237;1680;19;1
400158142.0;-22.809026;-43.319057;72_212;191.0;QUINCAS LARANJEIRAS;4.0;1110;1229;12;8
400157594.0;-22.814297;-43.317571;72_214;309.0;LOURIVAL INACIO;142.0;525;1553;14;2
400157467.0;-22.810678;-43.318651;72_212;132.0;LOURIVAL INACIO;9.0;927;1325;16;9
400120708.0;-22.803525;-43.325235;72_207;150.0;FLAVIO DA SILVEIRA;132.0;1721;417;23;9
400157552.0;-22.812543;-43.317973;72_212;19.0;LOURIVAL INACIO;94.0;719;1455;20;4
400401682.0;-22.816844;-43.317473;72_214;48.0;MAL ANTONIO SOUZA;173.0;242;1646;19;2
400338182.0;-22.810211;-43.324167;72_202;393.0;MIN ARTUR COSTA;432.0;979;745;0;5
400096192.0;-22.813574;-43.32504;72_202;146.0;CARI LEVI;504.0;605;765;5;2
400381582.0;-22.804031;-43.326121;72_207;137.0;MAL JOSE PESSOA;115.0;1665;343;3;15
400479019.0;-22.805222;-43.324204;72_209;38.0;SEBASTIAN BACH;122.0;1533;578;13;0
400098191.0;-22.803605;-43.325629;72_207;147.0;FLAVIO DA SILVEIRA;92.0;1713;380;23;10
400329692.0;-22.807509;-43.322024;72_210;38.0;DEBUSSY;371.0;1279;876;11;2
400336388.0;-22.806113;-43.321931;72_210;58.0;FRANZ LISZT;241.0;1434;840;2;1
400373464.0;-22.803405;-43.3248;72_207;154.0;FLAVIO DA SILVEIRA;182.0;1735;458;23;11
401595518.0;-22.808909;-43.326279;72_206;90.0;PADRE PERONEILLE;691.0;1123;486;21;2
400157187.0;-22.811464;-43.317919;72_212;346.0;ANTONIO LOPES;79.0;839;1425;16;10
400378413.0;-22.811611;-43.320731;72_213;129.0;JORN GERALDO ROCHA;590.0;823;1142;24;2
400389298.0;-22.813744;-43.319573;72_213;491.0;GAL MAGALHAES BARATA;495.0;586;1330;1;0
400428708.0;-22.81112;-43.325152;72_205;374.0;MONS CASTELO BRANCO;566.0;878;673;15;6
402169797.0;-22.806534;-43.32495;72_208;303.0;MIN ARTUR COSTA;825.0;1387;545;6;2
401732192.0;-22.810987;-43.319123;72_213;159.0;JORN GERALDO ROCHA;760.0;892;1286;16;11
401711242.0;-22.807306;-43.320971;72_210;391.0;DEBUSSY;287.0;1301;977;26;0
400157220.0;-22.813378;-43.317512;72_214;365.0;ANTONIO LOPES;112.0;627;1529;20;5
400157466.0;-22.8091;-43.318775;61_0;0.0;LOURIVAL INACIO;8.0;1102;1261;12;9
400126808.0;-22.811665;-43.317851;72_212;468.0;ANTONIO LOPES;83.0;817;1439;16;12
400159855.0;-22.803512;-43.32514;72_207;151.0;FLAVIO DA SILVEIRA;142.0;1723;427;23;12
400101352.0;-22.812062;-43.322301;72_202;6.0;JORN GERALDO ROCHA;327.0;773;996;24;3
400157153.0;-22.810232;-43.3182;72_212;369.0;ANTONIO LOPES;45.0;976;1356;12;10
400255708.0;-22.814279;-43.323412;72_201;96.0;JORN GERALDO ROCHA;146.0;527;954;10;4
400355209.0;-22.814414;-43.32139;72_201;380.0;JORGE LACERDA;21.0;512;1166;10;5
400342127.0;-22.816424;-43.321361;72_201;128.0;GAL CORREA E CASTRO;185.0;288;1234;22;6
400037166.0;-22.803782;-43.322847;72_209;111.0;MAL JOSE PESSOA;270.0;1693;670;13;1
400390451.0;-22.811122;-43.319563;72_213;153.0;JORN GERALDO ROCHA;720.0;877;1246;16;13
400089513.0;-22.811885;-43.321352;72_213;112.0;JORN GERALDO ROCHA;544.0;793;1087;24;4
400461765.0;-22.806068;-43.324719;72_208;51.0;MIN ARTUR COSTA;840.0;1439;553;6;3
400158277.0;-22.814274;-43.317785;72_213;392.0;QUINCAS LARANJEIRAS;139.0;527;1531;14;3
400381998.0;-22.803579;-43.326537;72_207;219.0;FLAVIO DA SILVEIRA;35.0;1715;286;3;16
401596191.0;-22.814091;-43.320344;72_213;1.0;CRISTIANO MACHADO;591.0;547;1262;1;1
400049385.0;-22.811425;-43.320286;72_213;138.0;JORN GERALDO ROCHA;646.0;844;1182;24;5
400419240.0;-22.811204;-43.319759;72_213;148.0;JORN GERALDO ROCHA;700.0;868;1228;24;6
400383837.0;-22.80563;-43.322553;72_210;223.0;ATILIO VIVAQUA;220.0;1488;761;25;1
400336402.0;-22.808763;-43.321638;72_210;105.0;FRANZ LISZT;496.0;1139;956;11;3
401860521.0;-22.810503;-43.323984;72_202;352.0;RICHARD STRAUSS;51.0;946;773;28;3
400125183.0;-22.804455;-43.325007;72_207;52.0;CONSTANTINO MENELAU;28.0;1618;471;6;4
401537825.0;-22.809062;-43.320463;72_210;161.0;GEORGES BIZET;221.0;1106;1087;4;0
400158156.0;-22.809466;-43.31895;72_212;199.0;QUINCAS LARANJEIRAS;18.0;1061;1255;12;11
400085516.0;-22.814573;-43.322285;72_202;0.0;PLINIO BARRETO;91.0;494;1079;10;6
400158181.0;-22.810259;-43.318726;72_212;142.0;QUINCAS LARANJEIRAS;43.0;973;1303;12;12
400508411.0;-22.812609;-43.327981;72_203;348.0;JOAO DE PAULA FONSECA;211.0;712;432;15;7
400158274.0;-22.814036;-43.317899;72_213;377.0;QUINCAS LARANJEIRAS;136.0;554;1511;14;4
400376574.0;-22.814351;-43.317506;72_214;266.0;LOURIVAL INACIO;141.0;519;1562;14;5
400096271.0;-22.812386;-43.322504;72_202;7.0;JORN GERALDO ROCHA;325.0;737;986;24;7
400291890.0;-22.814298;-43.32018;72_214;412.0;CRISTIANO MACHADO;571.0;524;1286;1;2
400157221.0;-22.813369;-43.317467;72_214;364.0;VERTENTES;113.0;628;1534;20;6
400157152.0;-22.810155;-43.318257;72_212;281.0;ANTONIO LOPES;44.0;985;1348;12;13
400157243.0;-22.813986;-43.317325;72_214;343.0;VERTENTES;133.0;559;1568;14;6
400100100.0;-22.814082;-43.324344;72_202;178.0;CARI LEVI;423.0;548;853;5;3
400157542.0;-22.811719;-43.318164;72_212;48.0;LOURIVAL INACIO;84.0;811;1409;16;14
400276924.0;-22.809703;-43.322549;72_211;31.0;MOZART;582.0;1035;894;11;4
400338183.0;-22.809236;-43.323991;72_208;403.0;MIN ARTUR COSTA;502.0;1087;731;0;6
401732572.0;-22.806267;-43.328748;72_206;150.0;RODOLFO CHAMBELLAND;620.0;1417;147;18;2
400104267.0;-22.81053;-43.319179;72_211;314.0;MAL ANTONIO SOUZA;665.0;943;1266;12;14
400157238.0;-22.813875;-43.317398;72_214;347.0;ANTONIO LOPES;128.0;571;1557;14;7
401235538.0;-22.813035;-43.317088;72_214;379.0;CORREA DIAS;1401.0;665;1562;20;7
401872341.0;-22.810647;-43.32571;72_205;415.0;VIANA DO CASTELO;0.0;930;601;0;7
400157469.0;-22.809214;-43.318696;72_212;235.0;LOURIVAL INACIO;11.0;1089;1272;12;15
400473958.0;-22.810881;-43.325587;72_205;362.0;MONS CASTELO BRANCO;526.0;904;621;0;8
400158228.0;-22.81241;-43.318271;72_213;425.0;QUINCAS LARANJEIRAS;90.0;734;1420;20;8
400355210.0;-22.814414;-43.32139;72_201;381.0;JORGE LACERDA;21.0;512;1166;10;7
400157188.0;-22.811516;-43.317951;72_212;318.0;ANTONIO LOPES;80.0;834;1424;16;15
400158249.0;-22.813381;-43.317989;72_213;408.0;QUINCAS LARANJEIRAS;111.0;626;1481;20;9
400344822.0;-22.805372;-43.321032;72_210;353.0;CHARLES GOUNOD;192.0;1516;908;2;2
400092244.0;-22.810352;-43.318484;72_212;209.0;LOURIVAL INACIO;48.0;963;1331;12;16
400156277.0;-22.813267;-43.320904;72_213;251.0;CRISTIANO MACHADO;691.0;639;1178;1;3
400350639.0;-22.814157;-43.323039;72_201;104.0;PLINIO BARRETO;181.0;540;989;10;8
400158260.0;-22.813603;-43.317999;72_213;370.0;QUINCAS LARANJEIRAS;122.0;602;1487;20;10
400086751.0;-22.812681;-43.326823;72_203;159.0;ANTONIO DA SILVA;0.0;704;553;15;8
400322858.0;-22.812047;-43.320533;72_213;87.0;CONS MEIRELLES;178.0;775;1177;24;8
400105692.0;-22.803762;-43.324893;72_207;123.0;MAL JOSE PESSOA;245.0;1695;460;23;13
400089469.0;-22.813917;-43.319391;72_213;355.0;GAL MAGALHAES BARATA;390.0;567;1354;1;4
400157127.0;-22.809442;-43.318379;72_212;383.0;ANTONIO LOPES;19.0;1064;1312;12;17
400498669.0;-22.808111;-43.324528;72_208;391.0;OTAVIO MANGABEIRA;65.0;1212;639;27;4
400157148.0;-22.810042;-43.318283;72_212;278.0;ANTONIO LOPES;40.0;997;1342;12;18
400390452.0;-22.811122;-43.319563;72_213;154.0;JORN GERALDO ROCHA;720.0;877;1246;16;16
400333204.0;-22.803947;-43.325435;72_207;130.0;MAL JOSE PESSOA;185.0;1675;411;23;14
400155746.0;-22.81788;-43.317506;72_214;29.0;CRISTIANO MACHADO;92.0;126;1677;19;3
400144874.0;-22.804116;-43.321915;72_209;169.0;ANTONIO DE ALBUQUERQUE;797.0;1656;777;25;2
400397984.0;-22.812018;-43.323367;72_202;315.0;FREDERIC CHOPIN;152.0;778;885;28;4
400380447.0;-22.80488;-43.325715;72_207;25.0;MIN ARTUR COSTA;1132.0;1571;412;6;5
400157474.0;-22.809348;-43.318718;72_212;247.0;LOURIVAL INACIO;16.0;1074;1275;12;19
400339353.0;-22.804782;-43.32672;72_207;377.0;OTAVIO MANGABEIRA;484.0;1582;306;3;17
401875416.0;-22.815604;-43.320377;72_201;269.0;PROF FRANCA AMARAL;476.0;379;1308;22;7
400411547.0;-22.814862;-43.321355;72_201;334.0;GAL MAGALHAES BARATA;203.0;462;1184;10;9
400113903.0;-22.806213;-43.325873;72_207;407.0;OTAVIO MANGABEIRA;331.0;1423;440;6;6
400379509.0;-22.803324;-43.325128;72_207;197.0;FLAVIO DA SILVEIRA;153.0;1744;422;23;15
400086733.0;-22.811055;-43.328423;72_203;221.0;GAL OSCILIO MAIA;0.0;885;336;8;5
400159485.0;-22.809363;-43.328825;72_204;348.0;PROF COSTA RIBEIRO;193.0;1073;240;29;5
400112842.0;-22.809491;-43.328711;72_204;368.0;PROF COSTA RIBEIRO;320.0;1059;256;29;6
400158207.0;-22.811314;-43.318472;72_212;104.0;QUINCAS LARANJEIRAS;69.0;856;1364;16;17
400157585.0;-22.813984;-43.317643;61_0;0.0;LOURIVAL INACIO;132.0;559;1536;14;8
400158509.0;-22.806591;-43.327048;72_206;182.0;PROF COSTA RIBEIRO;655.0;1381;332;18;3
401352689.0;-22.811771;-43.328119;72_203;329.0;PADRE PERONEILLE;131.0;805;391;8;6
400158170.0;-22.809896;-43.318845;72_212;156.0;QUINCAS LARANJEIRAS;32.0;1014;1279;12;20
400152998.0;-22.812368;-43.321557;72_213;175.0;CRISTIANO MACHADO;811.0;739;1082;24;9
400483485.0;-22.809863;-43.320462;72_211;278.0;ANTONIO DE ALBUQUERQUE;142.0;1017;1113;4;1
400360962.0;-22.810818;-43.329862;72_203;417.0;PROF COSTA RIBEIRO;45.0;911;181;29;7
401743055.0;-22.804207;-43.325742;604_3;40.0;MAL JOSE PESSOA;290.0;1646;388;23;16
400098105.0;-22.808286;-43.323384;72_208;428.0;SEBASTIAN BACH;421.0;1192;762;11;5
400157520.0;-22.804475;-43.326714;72_212;69.0;LOURIVAL INACIO;62.0;1616;297;3;18
400276962.0;-22.802596;-43.324629;72_207;109.0;TALES DE CARVALHO;151.0;1825;449;23;17
401732570.0;-22.811007;-43.330249;72_203;423.0;RODOLFO CHAMBELLAND;10.0;890;148;29;8
400383838.0;-22.80563;-43.322553;72_210;224.0;ATILIO VIVAQUA;220.0;1488;761;25;3
400210462.0;-22.80669;-43.326651;72_206;310.0;PINTOR MARQUES JUNIOR;239.0;1370;375;6;7
400090735.0;-22.804806;-43.323063;72_209;74.0;ROBERT SCHUMANN;106.0;1579;682;13;2
401299481.0;-22.804856;-43.328055;72_206;255.0;RODOLFO CHAMBELLAND;742.0;1574;172;3;19
400399775.0;-22.809948;-43.319954;72_211;354.0;CHARLES GOUNOD;652.0;1008;1167;12;21
400394154.0;-22.808414;-43.324315;72_208;395.0;OTAVIO MANGABEIRA;25.0;1178;671;0;9
400116834.0;-22.804985;-43.324882;72_207;62.0;CONSTANTINO MENELAU;88.0;1559;501;6;8
401840642.0;-22.803791;-43.320765;72_209;272.0;MAL ANTONIO SOUZA;1683.0;1692;884;25;4
400382545.0;-22.805754;-43.324701;72_207;83.0;CONSTANTINO MENELAU;168.0;1474;545;6;9
400157464.0;-22.809042;-43.318789;72_212;242.0;LOURIVAL INACIO;6.0;1108;1257;12;22
400376666.0;-22.815191;-43.321371;72_201;321.0;GAL MAGALHAES BARATA;206.0;425;1193;22;8
401928213.0;-22.817351;-43.319162;72_201;134.0;PROF FRANCA AMARAL;226.0;185;1490;7;1
400397648.0;-22.810354;-43.318004;72_212;286.0;GREGORIO DE MATOS;527.0;963;1380;16;18
400255721.0;-22.812481;-43.32275;72_202;13.0;JORN GERALDO ROCHA;305.0;726;964;5;4
400433060.0;-22.806631;-43.321326;72_210;256.0;ANTONIO DE ALBUQUERQUE;511.0;1376;919;2;3
400108894.0;-22.812194;-43.320882;72_213;91.0;CONS MEIRELLES;218.0;758;1146;24;10
401750871.0;-22.8034;-43.320945;72_209;265.0;MAL JOSE PESSOA;470.0;1735;853;25;5
400394152.0;-22.812523;-43.326003;72_203;284.0;GAL OSCILIO MAIA;552.0;722;632;15;9
401235539.0;-22.813035;-43.317088;72_214;380.0;CORREA DIAS;1401.0;665;1562;20;11
400336397.0;-22.807757;-43.321889;72_210;86.0;FRANZ LISZT;416.0;1251;898;11;6
400090311.0;-22.811691;-43.32751;72_203;253.0;GAL OSCILIO MAIA;211.0;814;450;15;10
400452391.0;-22.809864;-43.32846;72_204;196.0;PADRE BOSS;252.0;1017;294;29;9
400322855.0;-22.81196;-43.320055;72_213;31.0;CONS MEIRELLES;119.0;784;1223;24;11
402364814.0;-22.807947;-43.319689;72_210;433.0;MAL ANTONIO SOUZA;1142.0;1230;1129;26;1
400461493.0;-22.813149;-43.317064;72_214;376.0;CORREA DIAS;1413.0;652;1568;20;12
400475314.0;-22.810829;-43.32907;72_203;239.0;GENERAL OSCILIO MAIA;182.0;910;263;8;7
400102292.0;-22.808376;-43.328592;72_204;3.0;PROF PIRES SALGADO;177.0;1182;232;9;2
400423386.0;-22.807278;-43.324054;72_208;33.0;MIN ARTUR COSTA;712.0;1304;661;27;5
400272223.0;-22.811758;-43.324807;72_202;295.0;FRANZ SCHUBERT;9.0;807;729;28;5
400105705.0;-22.807613;-43.328772;72_206;12.0;ALVARO DE MAGALHAES;95.0;1267;188;9;3
400364831.0;-22.814158;-43.318219;72_213;460.0;MAL ANTONIO SOUZA;442.0;540;1482;14;9
400107037.0;-22.804836;-43.325746;72_207;27.0;MIN ARTUR COSTA;1142.0;1576;408;6;10
400091408.0;-22.8116;-43.319465;72_213;70.0;CONS MEIRELLES;58.0;824;1271;16;19
400444824.0;-22.810051;-43.327044;72_204;400.0;PADRE PERONEILLE;235.0;996;445;17;1
400450176.0;-22.80829;-43.328151;72_206;454.0;PROF COSTA RIBEIRO;495.0;1192;274;21;3
400007374.0;-22.815191;-43.321371;72_201;320.0;GAL MAGALHAES BARATA;206.0;425;1193;22;9
400428725.0;-22.802926;-43.326;72_207;254.0;TALES DE CARVALHO;256.0;1788;320;23;18
400095442.0;-22.813049;-43.325047;72_202;94.0;PLINIO BARRETO;381.0;663;747;5;5
402031887.0;-22.805138;-43.325533;72_207;19.0;MIN ARTUR COSTA;1102.0;1542;439;6;11
400106696.0;-22.81095;-43.320332;72_211;260.0;ANTONIO DE ALBUQUERQUE;21.0;896;1161;24;12
400097510.0;-22.807529;-43.322875;72_208;127.0;DEBUSSY;440.0;1277;790;27;6
400010700.0;-22.812315;-43.319219;72_213;206.0;MAL FELIPE SCHMIDT;188.0;745;1320;1;5
400117392.0;-22.808666;-43.327106;72_206;71.0;ALVARO DE MAGALHAES;270.0;1150;393;21;4
400146404.0;-22.811958;-43.327954;72_203;210.0;PADRE PERONEILLE;232.0;784;414;8;8
400105267.0;-22.80563;-43.322553;72_210;222.0;ATILIO VIVAQUA;220.0;1488;761;25;6
400432493.0;-22.807584;-43.330183;72_204;25.0;RODOLFO CHAMBELLAND;370.0;1270;43;9;4
400095610.0;-22.809285;-43.32484;72_205;12.0;PINTOR MARQUES JUNIOR;583.0;1081;645;0;10
400397669.0;-22.810785;-43.32915;72_203;237.0;GENERAL OSCILIO MAIA;172.0;915;253;29;10
